177,C912,44.970513,-93.340423,I-394: WB at T.H.100,in Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C912
178,C913,44.970002,-93.327734,I-394: EB at France Ave,near Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C913
179,C914,44.970123,-93.321891,I-394: WB at Wirth Pkwy,near Golden Valley,true,https://video.dot.state.mn.us/video/image/metro/C914
180,C915,44.969884,-93.30918,I-394: EB at Penn Ave,near Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C915
181,C916,44.969347,-93.301848,I-394: EB at Dunwoody Blvd,near Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C916
182,C917,44.974915,-93.288258,I-394: WB at I-94,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C917
183,C918,44.974916,-93.288255,I-394: EB at I-94,in Minneapolis,true,https://video.dot.state.mn.us/video/image/metro/C918
184,C399,44.936741,-92.960644,I-494: NB @ Tamarack Road,near Woodbury,true,https://video.dot.state.mn.us/video/image/metro/C399
185,C400,44.925329,-92.969467,I-494: NB @ Valley Creek Road,near Woodbury,true,https://video.dot.state.mn.us/video/image/metro/C400
186,C401,44.916267,-92.979491,I-494: EB @ Lake Road,near Woodbury,true,https://video.dot.state.mn.us/video/image/metro/C401
187,C402,44.902063,-92.994285,I-494: WB @ Carver Avenue,in Newport,true,https://video.dot.state.mn.us/video/image/metro/C402
188,C403,44.888596,-93.001552,I-494: WB @ Bailey Road,in Newport,true,https://video.dot.state.mn.us/video/image/metro/C403
189,C404,44.886237,-93.003783,I-494: EB @ US 61,in Newport,true,https://video.dot.state.mn.us/video/image/metro/C404
190,C405,44.884253,-93.00899,I-494: WB @ Maxwell Avenue,in Newport,true,https://video.dot.state.mn.us/video/image/metro/C405
191,C406,44.882023,-93.021728,I-494: WB @ Hardman Avenue,in South Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C406
192,C407,44.874676,-93.035524,I-494: EB W of Concord Street,in South Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C407
193,C408,44.874817,-93.052438,I-494: EB @ Blaine Avenue,in South Saint Paul,true,https://video.dot.state.mn.us/video/image/metro/C408
194,C409,44.875049,-93.076963,I-494: WB @ MN 110,in Sunfish Lake,true,https://video.dot.state.mn.us/video/image/metro/C409
195,C410,44.862013,-93.093146,I-494: EB @ Pieper Road,in Sunfish Lake,true,https://video.dot.state.mn.us/video/image/metro/C410
196,C411,44.861113,-93.1057,I-494: EB @ Delaware Avenue,in Sunfish Lake,true,https://video.dot.state.mn.us/video/image/metro/C411
197,C412,44.862801,-93.129221,I-494: EB @ Dodd Road,in Mendota Heights,true,https://video.dot.state.mn.us/video/image/metro/C412
198,C413,44.862968,-93.144331,I-494: EB @ NB I-35E,in Mendota Heights,true,https://video.dot.state.mn.us/video/image/metro/C413
